dist_x,dist_y,axis_y,vel_y,action
-4,0,16,-6,0
-4,1,33,5,1
11,-3,21,5,1
6,-1,18,-4,0
-2,1,25,5,1
10,-1,32,-3,0
4,1,37,4,0
9,2,32,3,1
0,1,27,4,1
6,1,28,9,0
10,1,31,5,1
10,-7,19,-6,0
11,-3,24,5,1
0,1,35,5,1
4,1,17,5,1
2,2,31,5,1
-3,-1,26,-5,0
-4,1,30,5,1
3,1,18,5,1
15,-1,14,-2,0
3,2,19,5,1
2,-2,26,-1,0
10,-7,22,5,1
10,-2,30,-5,0
13,-2,33,-3,0
-3,1,40,5,1
-1,-1,14,0,0
5,1,39,6,1
15,2,33,4,1
-2,1,18,6,1
9,0,35,4,1
2,0,33,1,0
9,6,33,-3,1
0,1,37,5,1
6,-3,12,-2,0
-4,-1,19,2,0
2,2,40,6,1
4,1,40,6,1
-2,1,27,4,1
-1,-2,26,-2,0
5,1,29,8,1
-2,-2,27,-3,0
11,-10,19,0,0
9,1,33,3,1
11,0,31,-6,0
-3,-1,37,-5,0
16,0,29,7,1
10,4,23,-6,0
8,-8,12,0,0
12,-2,32,0,0
-4,1,23,5,1
-2,2,29,5,1
2,0,18,5,0
5,3,24,3,1
6,-9,17,5,0
-4,1,28,5,1
6,2,28,5,1
2,0,19,-5,0
3,0,33,-5,0
-3,1,26,4,1
6,3,34,6,1
9,9,35,5,1
5,1,41,12,1
14,1,35,5,1
11,1,42,6,1
3,2,19,5,1
-4,-2,30,0,0
6,3,35,-3,1
-1,1,15,5,1
16,-1,14,-3,0
10,-4,21,5,0
7,-1,22,7,0
0,-2,24,0,0
4,-1,24,-5,0
7,-4,21,7,0
0,-1,15,-4,0
-2,1,40,5,1
8,-2,33,-3,0
0,-2,23,0,0
10,-2,24,0,0
4,4,26,7,1
8,1,20,-1,1
6,3,38,9,1
9,4,33,4,1
-1,-1,13,-4,0
15,-2,12,3,0
11,7,29,1,0
-3,-1,37,-4,0
0,-2,12,1,0
6,1,35,9,1
5,0,16,-2,0
6,-3,20,0,0
11,-7,23,4,1
2,-1,27,-4,0
-3,1,20,6,1
10,2,18,5,1
8,5,27,-3,1
3,1,37,6,1
11,6,38,6,1
-4,0,28,-6,0
8,1,22,5,1
7,2,22,-3,1
11,-7,19,5,1
1,1,28,5,1
0,-2,33,0,0
-4,1,17,5,1
0,1,16,4,1
3,2,42,6,1
3,-1,14,1,0
0,2,18,5,1
5,0,30,-5,0
4,1,33,6,1
7,1,19,-3,0
0,-2,29,0,0
8,6,26,-4,1
0,0,36,4,0
-2,-2,14,-3,0
9,0,28,5,1
10,8,32,5,1
7,-1,22,-3,0
-3,1,31,4,1
2,-1,22,2,0
-4,1,31,5,1
-2,0,35,-6,0
3,2,26,6,1
16,0,19,4,1
-2,0,19,-5,0
2,0,37,-4,0
10,-8,13,1,0
0,1,24,5,1
3,0,35,-6,0
8,2,22,-4,0
6,2,18,-4,0
8,1,40,11,1
1,-1,31,-1,0
1,1,20,4,0
11,-2,27,-2,0
1,0,16,-5,0
10,1,17,4,0
5,1,19,-1,0
0,2,36,5,1
2,-2,18,0,0
10,3,22,5,1
2,-1,20,-3,0
-2,1,15,4,1
1,2,28,5,1
-3,-2,12,3,0
11,-3,23,2,0
4,2,22,2,1
-1,1,35,5,1
6,0,16,4,1
9,-1,36,2,0
10,5,24,5,1
10,-4,30,1,0
-2,-2,22,2,0
2,1,20,5,1
3,-2,28,0,0
3,2,38,6,1
7,3,38,6,1
9,-12,10,-2,0
-2,1,39,5,1
0,1,17,4,1
2,0,23,-4,0
1,-2,19,-1,0
7,3,21,5,1
3,1,19,5,0
-1,-1,28,2,0
-4,0,20,4,0
8,-1,32,-1,0
-3,1,27,5,0
-2,2,22,5,1
11,0,26,5,1
0,1,22,5,1
6,-3,31,6,0
10,0,35,5,1
6,1,36,6,1
7,6,28,-2,1
5,0,38,5,0
5,0,15,3,0
7,2,24,-2,1
9,-4,18,-4,0
8,1,31,4,1
2,2,26,5,1
-3,-2,17,-1,0
-2,1,30,6,1
-3,-1,36,3,0
4,2,38,6,1
8,-3,26,3,0
7,2,39,11,1
-1,-2,29,0,0
-1,0,13,4,0
3,3,42,6,1
-1,1,37,5,1
-3,0,14,3,0
-2,-1,14,2,0
7,1,16,-5,0
4,-1,33,-2,0
-2,1,20,5,1
3,-1,23,-5,0
11,7,31,4,1
1,1,41,5,1
3,2,29,6,1
5,2,30,6,1
8,2,28,-2,1
9,-1,11,4,0
-2,-2,28,0,0
7,2,36,6,1
4,-1,15,4,0
10,-4,22,5,1
5,0,35,7,1
-3,0,37,-6,0
14,4,22,-1,1
13,-1,13,-2,0
13,1,28,-1,0
3,1,18,6,1
6,2,28,6,1
0,0,21,-5,0
9,-6,20,2,0
1,2,36,6,1
11,-1,35,3,0
5,-2,20,-5,0
11,12,37,4,1
7,-3,25,-2,0
4,0,31,3,0
8,-1,32,6,0
15,2,31,5,0
-4,-2,33,-4,0
5,-1,17,3,0
8,2,37,10,1
-3,1,30,6,1
6,1,20,-5,0
6,0,24,8,1
11,0,31,4,0
8,-7,18,0,0
4,-1,20,-2,0
11,-2,10,0,0
11,-4,20,6,1
0,-1,31,-3,0
-3,1,36,6,1
10,-1,27,5,1
2,2,41,6,1
3,0,30,4,0
8,0,31,4,1
3,2,20,5,1
4,1,40,6,1
-1,-1,26,-3,0
7,-1,18,-3,0
3,-1,30,-3,0
1,-1,14,-3,0
16,0,23,4,1
7,2,29,-3,1
10,2,29,5,1
10,7,36,-4,0
9,1,32,4,1
4,1,38,5,1
-1,0,27,5,0
12,-1,24,4,0
16,0,31,0,0
6,-1,34,-2,0
8,3,28,8,1
10,3,37,5,1
0,-1,16,2,0
2,1,21,5,1
-3,2,37,6,1
6,-8,17,6,0
1,1,21,6,1
9,-8,21,5,0
-4,-2,27,-2,0
10,-2,11,3,0
1,2,32,5,1
2,-1,24,1,0
3,2,42,5,1
-1,0,34,-6,0
6,1,36,6,1
4,0,25,-4,0
4,2,36,6,1
9,-2,24,-2,0
0,1,40,5,1
7,-1,31,4,0
-1,-1,14,4,0
-3,1,39,5,1
4,2,27,5,1
-2,0,17,3,0
-4,1,21,5,1
-4,2,27,6,1
6,1,39,11,1
10,6,36,5,1
-3,1,24,5,1
3,1,41,5,1
4,2,24,5,1
10,1,17,-3,0
-1,-1,26,1,0
3,2,19,4,1
-4,-2,32,-2,0
4,0,23,3,0
4,1,32,-5,0
4,2,29,6,1
5,-2,29,-3,0
7,0,24,-3,0
9,-5,17,3,0
-1,1,23,5,1
11,2,38,5,1
8,4,36,5,1
6,2,37,5,0
2,1,20,-2,1
4,1,21,5,0
-3,-2,31,2,0
6,1,20,-5,0
7,0,30,6,1
-2,-2,31,1,0
5,2,42,11,1
8,5,36,3,1
4,-1,22,3,0
-1,1,24,5,1
13,1,34,5,0
-4,1,23,-6,0
11,-13,13,-2,0
10,1,29,-3,0
9,-12,10,-1,0
-3,-1,30,4,0
0,2,26,5,1
5,2,26,4,0
-4,1,31,5,1
0,1,35,4,1
7,3,32,-6,0
-4,-1,30,-3,0
7,-4,29,5,0
11,2,22,5,0
3,1,16,5,1
7,1,30,-4,1
16,0,34,5,1
10,6,26,5,1
0,-2,28,0,0
-2,1,29,6,1
0,1,17,5,1
6,0,22,-3,1
-4,1,35,5,1
8,1,19,2,0
0,2,17,5,1
2,1,19,4,1
16,0,26,4,1
10,1,35,-5,0
3,-2,24,-2,0
7,2,37,-6,0
-4,-1,21,2,0
4,1,37,10,1
7,-2,12,3,0
-3,0,36,5,0
3,-1,36,-3,0
0,2,40,6,1
-1,1,30,5,1
3,2,26,6,1
-2,0,37,-5,0
-3,1,38,5,0
11,-6,22,5,1
6,1,18,6,0
10,-5,22,-2,0
1,-1,20,-2,0
9,2,27,-2,0
-1,1,38,-6,0
9,1,18,5,1
7,1,37,5,1
-2,-3,12,-2,0
3,2,18,4,1
11,2,19,4,1
10,2,39,5,1
8,0,28,-5,0
0,-1,25,-2,0
11,4,37,6,1
-4,-3,20,1,0
6,-2,30,2,0
6,-1,20,-1,0
7,0,33,-5,0
1,1,39,5,1
11,0,25,-4,0
-4,-2,12,-2,0
2,1,30,5,1
10,-6,19,-3,0
0,-2,13,-1,0
2,1,30,5,1
-2,2,28,-6,0
-1,1,34,5,1
3,-1,31,-2,0
11,7,29,5,0
10,-4,19,5,1
5,1,30,5,1
10,-1,26,5,1
10,-7,14,5,0
-4,-1,20,-4,0
0,1,19,5,1
11,2,24,5,1
0,1,35,5,1
-3,1,35,5,1
-2,1,20,5,1
-2,1,38,4,1
16,2,32,4,0
2,-1,26,-3,0
-2,1,37,5,1
3,1,29,6,1
-2,1,19,5,1
3,2,28,4,1
11,-6,25,3,0
3,0,34,2,0
5,2,34,9,1
11,-4,26,5,1
1,0,32,-4,0
16,2,25,4,1
0,-2,31,-1,0
2,2,35,6,1
-1,-3,21,-1,0
1,-2,10,1,0
1,1,29,4,1
7,4,24,-2,1
10,5,27,5,1
8,2,23,-5,0
5,-2,21,-1,0
-1,1,25,5,1
9,3,20,-2,1
1,1,41,6,1
-2,1,33,5,1
6,-1,27,-1,0
0,-2,21,2,0
-4,1,26,-6,0
-1,1,23,5,1
11,0,30,5,1
4,-1,22,2,0
16,0,28,0,0
4,1,32,4,1
-4,-1,27,-5,0
3,1,34,5,1
11,-5,15,2,0
10,-5,23,1,0
4,-2,24,2,0
5,2,40,6,1
9,4,30,3,1
1,0,34,-3,0
3,-1,16,-2,0
3,1,33,-6,0
-4,-1,30,2,0
-4,-2,28,-4,0
10,1,35,5,1
9,8,35,-3,1
-3,1,24,5,1
-4,2,31,6,1
5,0,26,-5,0
0,-1,11,2,0
6,1,19,-4,1
10,0,27,5,0
-1,-2,28,-1,0
2,1,21,4,1
2,2,36,4,1
7,3,38,11,1
7,3,36,11,1
1,1,36,5,1
9,5,32,3,1
6,2,35,6,1
-4,2,24,6,1
3,-1,12,-1,0
9,3,25,3,1
16,0,40,7,1
10,-3,8,-1,0
7,2,25,-3,1
-4,0,30,4,0
8,3,27,-2,1
9,-2,24,-2,0
9,-1,12,-1,0
1,2,20,5,1
2,1,42,6,1
-1,0,27,-5,0
4,2,26,5,1
2,0,33,-4,0
12,1,31,2,1
0,0,22,3,0
10,-1,29,1,0
13,-2,29,-3,0
3,-1,30,-2,0
0,1,21,5,1
10,-3,17,5,1
0,2,41,6,1
-1,2,29,5,1
13,1,34,5,1
8,0,27,-2,0
2,-2,33,1,0
10,-3,17,4,0
7,1,31,3,1
1,-2,16,-1,0
5,1,23,7,1
4,3,35,5,1
1,1,27,5,1
-2,1,35,5,1
9,1,36,5,1
0,1,27,5,1
2,-1,22,3,0
10,-6,22,-3,0
1,-2,21,-2,0
-2,1,19,5,1
9,4,31,5,1
9,4,30,2,0
1,-1,24,4,0
8,0,20,6,0
-2,1,22,5,1
11,3,35,5,1
-2,-2,22,0,0
8,4,30,3,1
7,1,29,-2,1
1,1,40,5,1
5,1,38,10,1
4,2,28,6,1
-1,1,25,5,1
3,-1,33,1,0
10,0,29,3,0
4,-2,35,-3,0
16,-2,33,4,1
6,0,19,-5,0
2,-3,23,0,0
6,2,20,4,1
2,2,18,5,1
1,1,36,6,1
6,0,31,-5,0
-4,1,35,4,1
5,4,42,10,1
-4,2,22,6,1
-1,1,23,5,1
2,1,38,4,0
1,2,34,6,1
10,5,27,5,1
16,0,37,7,1
-3,1,21,6,1
3,1,29,5,1
3,0,26,-3,0
8,3,27,5,1
4,-2,23,1,0
9,4,29,1,1
8,3,20,-2,1
8,7,30,-6,0
6,1,27,5,1
5,0,27,8,0
10,-10,13,-3,0
5,-2,11,-3,0
7,1,25,-3,1
10,1,35,5,1
0,1,25,5,1
-2,-2,15,0,0
8,-2,28,-1,0
-3,1,31,5,1
0,2,24,5,1
7,-2,21,-3,0
10,6,31,5,1
6,-2,24,0,0
0,1,24,5,1
9,2,32,5,1
2,2,38,6,1
0,1,30,5,1
15,1,30,6,1
4,0,26,2,0
-1,1,34,5,1
-4,1,41,5,1
1,1,34,7,1
1,0,15,3,0
8,7,28,-3,1
7,1,26,-4,1
6,2,27,-5,0
9,4,29,4,1
13,2,18,-4,1
-2,-2,25,1,0
10,8,33,5,1
8,1,21,-3,1
6,1,37,8,1
5,2,32,8,1
-1,1,34,4,1
6,1,34,5,0
10,4,28,2,0
12,0,26,5,0
9,8,32,-3,1
-4,-1,31,-5,0
8,-1,17,1,0
3,5,24,8,1
7,3,23,2,0
11,0,31,-2,0
-1,1,19,5,1
-2,-2,14,1,0
4,0,13,3,0
1,-1,29,-3,0
2,1,34,-6,0
-1,0,17,4,0
4,1,18,6,1
9,4,30,4,0
4,1,28,5,0
10,-2,34,5,1
3,2,31,6,1
-3,1,39,5,1
10,-2,28,6,1
4,-2,25,2,0
0,1,28,4,0
7,1,27,-5,0
6,-1,24,-4,0
7,1,31,-5,0
5,1,26,7,1
-1,-1,34,0,0
8,-6,18,-1,0
12,2,26,-6,0
6,-1,18,-4,0
-2,2,33,6,1
5,1,20,-6,0
-4,-2,20,2,0
10,3,33,-2,1
-3,-2,20,-1,0
13,-3,21,1,0
4,1,33,5,1
0,1,19,6,1
-2,1,25,5,1
7,0,38,9,1
3,-3,32,-1,0
3,1,31,6,1
11,-3,29,4,0
9,-1,13,-2,0
-1,-2,23,-2,0
4,2,35,-5,0
-4,0,22,5,1
16,0,31,5,1
7,0,16,-3,0
11,-9,17,5,1
10,-4,23,-5,0
4,2,36,5,1
5,3,31,9,1
-4,1,30,6,1
7,2,26,-4,0
4,1,37,-5,0
1,0,31,5,0
-3,-1,15,-3,0
-3,-3,10,-1,0
1,1,36,5,1
-3,-1,17,3,0
10,-1,31,-2,0
6,5,26,-3,1
-2,-1,34,0,0
-4,0,16,-5,0
13,1,17,4,1
5,2,35,9,1
3,0,17,5,0
-4,2,37,5,1
10,-3,28,5,1
11,-1,21,3,0
7,1,38,7,1
11,-2,33,6,1
5,-1,22,-3,0
11,-8,16,5,1
10,-4,19,5,1
-3,0,16,5,1
2,2,20,5,1
3,0,17,-5,0
10,-2,33,5,0
-1,0,32,-5,0
6,1,35,6,1
10,-5,14,-2,0
16,0,26,4,1
1,1,25,6,1
10,6,34,4,1
11,2,31,5,1
-1,2,18,5,1
1,-3,32,2,0
5,-3,20,3,0
6,0,15,0,0
-1,-1,15,2,0
-2,-2,16,-3,0
10,-5,24,-2,0
8,1,37,7,1
-4,-2,17,-2,0
6,3,23,2,1
-3,-2,33,0,0
5,-2,22,-2,0
5,0,24,3,0
-1,0,38,5,1
6,3,29,9,1
5,2,22,2,1
10,2,40,5,1
8,6,36,-3,1
5,0,21,2,0
-1,1,34,5,1
3,2,36,5,1
15,1,32,5,1
1,-1,35,0,0
10,1,32,2,0
8,0,25,9,1
4,-1,28,1,0
6,2,39,5,1
1,1,38,-6,0
7,-3,9,-1,0
9,3,22,0,1
6,2,37,9,1
3,-1,24,3,0
4,1,25,8,1
8,0,35,7,1
7,2,20,5,1
10,1,20,5,1
5,1,32,5,1
-2,1,35,4,1
4,2,25,8,1
10,5,34,4,1
10,4,32,5,1
4,0,32,-4,0
1,1,37,6,1
3,1,23,5,1
16,0,29,2,0
0,1,33,5,1
-2,0,22,4,0
9,0,36,7,1
3,2,19,6,1
4,1,20,3,1
3,-1,31,1,0
-2,1,38,5,1
11,-6,14,4,1
9,-2,27,9,0
3,3,19,4,1
1,-1,21,-1,0
6,-3,20,-2,0
9,0,23,5,1
7,1,19,-6,0
-2,2,19,5,1
2,1,29,5,1
5,-2,30,9,0
4,2,32,6,1
5,-2,32,0,0
-4,-2,17,-2,0
-2,-2,31,-3,0
2,2,21,6,1
-2,-3,24,0,0
5,-4,27,-2,0
-2,-2,29,-3,0
10,4,26,4,1
4,1,32,6,1
-3,1,21,5,1
11,-6,18,5,1
15,1,35,4,1
10,2,39,-6,0
4,1,25,6,1
-4,1,36,5,1
11,3,33,0,0
8,2,38,5,1
10,4,25,-3,1
7,2,42,12,1
2,2,38,7,1
5,-1,14,-4,0
1,-1,26,2,0
-1,1,27,5,1
2,1,19,5,1
1,1,18,5,1
3,1,21,5,1
-4,-1,20,3,0
10,-2,18,0,0
10,6,26,4,1
0,1,24,5,1
-4,1,38,5,0
8,4,32,-3,1
16,-8,20,-1,0
1,1,33,5,1
2,1,27,5,1
4,2,19,5,1
8,1,20,-5,0
1,-1,29,-3,0
3,2,36,-6,0
6,-1,33,-4,0
0,1,34,4,1
3,-2,23,-1,0
7,-1,22,1,0
9,-2,20,-5,0
4,1,27,6,1
-3,-1,28,-3,0
1,-2,18,-2,0
7,4,25,-1,1
-3,-3,19,-1,0
-2,-1,14,2,0
6,2,20,-3,1
8,8,29,0,0
5,2,40,5,1
0,-2,31,-3,0
10,-10,14,2,0
15,2,34,5,1
0,-1,32,3,0
5,-1,28,-4,0
2,1,39,6,1
9,3,29,5,1
3,1,38,-5,0
9,3,30,-1,1
4,-1,16,0,0
8,3,24,2,1
6,-3,11,-1,0
2,-1,17,-4,0
5,2,31,7,1
3,1,38,5,1
-3,1,30,5,1
2,-1,34,4,0
1,-1,32,-2,0
0,1,37,4,1
11,-10,15,-2,0
0,0,36,-5,0
3,1,24,5,0
-1,1,28,5,1
4,-2,23,2,0
2,2,32,5,1
2,0,25,2,0
5,2,35,9,0
5,0,24,-2,0
6,1,31,6,1
10,-5,16,-4,0
11,-1,12,-4,0
-3,1,24,5,1
2,2,41,6,1
11,-1,31,-4,0
4,2,24,4,1
11,-2,27,5,1
-2,2,25,5,1
-4,-2,25,0,0
6,1,37,6,1
14,1,15,3,1
16,0,29,5,1
9,3,21,-3,0
8,-3,31,4,0
0,-2,14,-3,0
9,7,31,2,1
-2,1,30,5,1
-2,1,18,4,1
1,1,33,5,1
-3,-3,27,0,0
8,0,30,0,0
-4,0,39,4,0
8,-3,23,5,0
11,4,22,5,1
6,0,15,-4,0
10,0,32,5,1
9,3,31,-2,1
9,1,23,-3,1
1,-2,22,0,0
5,-1,29,1,0
1,1,25,6,1
9,-4,10,3,0
11,-6,26,-3,0
11,4,32,4,1
-1,1,29,4,1
5,1,30,6,1
5,1,23,8,1
10,10,36,4,1
3,0,19,4,0
-2,2,20,5,1
-3,2,40,5,1
-2,1,35,5,1
6,2,42,-6,0
1,-2,28,1,0
2,1,27,6,1
4,-2,13,1,0
6,1,33,6,1
-3,1,32,-6,0
11,-4,15,3,0
11,3,37,5,1
4,1,35,11,1
15,0,17,-6,0
-2,1,38,4,0
2,0,32,-5,0
1,2,38,6,1
-2,2,23,6,1
9,2,33,5,1
2,-2,30,1,0
-3,-2,12,3,0
7,-1,18,0,0
9,2,28,-3,1
6,1,20,-2,1
14,2,18,-6,0
1,0,35,-3,0
4,1,35,5,1
5,1,16,6,1
-4,-2,23,-3,0
-3,1,32,5,1
-3,1,29,6,1
8,-5,14,2,0
9,-2,24,-2,0
0,0,16,5,1
12,3,31,3,1
13,-1,36,-4,0
10,0,31,5,1
11,-1,33,4,0
1,-2,10,-3,0
15,4,24,-3,1
0,0,34,-5,0
10,0,35,-5,0
10,0,21,1,0
7,1,33,7,1
5,-1,16,1,0
2,1,30,-6,0
4,2,33,11,1
11,0,36,5,1
11,1,31,5,1
7,0,16,-2,0
5,-2,19,-1,0
9,-7,20,-1,0
0,1,22,5,1
2,2,23,7,1
-2,-2,34,-1,0
-2,-2,16,-4,0
-1,0,39,-5,0
16,-1,36,6,1
8,-5,29,8,0
-1,1,25,5,1
7,2,41,11,1
-1,1,21,5,1
3,1,29,6,1
11,5,33,1,0
7,-1,26,3,0
6,0,37,5,0
-4,1,36,6,1
6,3,23,8,1
2,1,36,5,1
9,-1,22,-6,0
-1,0,15,3,0
-4,1,36,5,1
11,-5,25,5,1
10,10,38,4,0
6,1,20,-6,0
11,-8,18,4,1
3,2,40,6,1
0,2,32,5,1
-4,1,16,5,1
10,8,37,4,1
0,1,26,4,1
3,2,38,5,1
1,1,33,-6,0
7,-3,17,5,0
-1,1,36,5,1
3,2,25,5,1
4,1,19,3,1
1,-1,32,-4,0
-2,-2,29,1,0
-3,0,18,-6,0
0,-2,30,1,0
4,-2,30,0,0
10,2,39,6,1
10,4,32,4,1
-3,1,18,5,1
7,-2,9,-3,0
9,1,18,5,1
11,-2,22,-3,0
5,2,38,6,1
-1,-2,13,-1,0
4,1,35,8,1
0,-2,34,-1,0
2,2,31,5,1
4,1,24,8,1
3,-3,29,3,0
2,1,27,5,1
2,0,27,3,0
2,-2,22,-2,0
6,1,33,5,1
10,-3,31,2,0
10,-2,18,-1,0
6,1,22,4,1
9,5,33,-3,1
7,0,27,-5,0
-2,0,31,3,0
5,-2,21,-1,0
-1,-3,29,-2,0
11,5,31,2,0
-4,-2,13,-4,0
7,-5,19,0,0
4,-1,31,2,0
4,1,28,5,1
1,-2,24,0,0
16,0,28,4,1
11,7,30,1,0
-3,-2,33,-1,0
-3,1,20,5,1
-1,-2,31,-1,0
7,-1,17,-4,1
1,-1,18,-1,0
1,2,41,5,1
1,1,33,6,1
1,-1,28,0,0
7,-1,15,1,0
13,-2,23,2,0
7,-1,23,-2,0
10,2,30,-1,0
6,-4,19,7,0
3,-3,25,0,0
1,1,27,5,1
10,5,36,4,1
-1,1,27,-6,0
-3,-2,10,-1,0
-4,0,18,5,0
3,2,20,6,1
1,1,38,5,1
-3,1,31,5,1
2,2,24,6,1
7,1,40,8,1
-2,-2,29,2,0
6,0,28,9,1
9,0,31,5,1
4,-1,19,2,0
5,-1,30,4,0
5,-3,33,0,0
-4,1,42,6,1
4,2,23,5,1
7,-6,20,1,0
1,2,22,6,1
10,5,31,1,0
1,0,36,4,0
-3,-1,22,-4,0
3,1,30,6,1
8,-2,24,7,0
1,2,33,5,1
2,1,40,5,1
5,0,14,5,1
16,0,31,-4,1
3,-2,12,-2,0
11,6,41,5,1
5,-2,13,0,0
2,1,31,6,1
10,-12,10,-2,0
6,-1,14,4,0
1,1,27,5,1
3,-1,33,-4,0
1,1,35,5,1
1,0,32,-5,0
4,2,17,5,1
4,1,20,5,1
9,1,35,5,1
2,0,25,4,0
3,1,17,4,1
-4,0,39,5,0
-2,1,30,5,1
4,-3,29,0,0
10,0,21,-5,0
-4,-1,17,3,0
0,1,16,5,1
11,3,21,5,1
7,1,38,5,1
4,0,33,4,0
5,2,31,5,1
-3,0,29,-5,0
1,0,32,-6,0
5,2,28,5,1
3,1,26,5,1
-2,0,30,4,0
10,5,36,-6,0
-1,2,20,6,1
9,1,39,5,1
1,-2,16,-2,0
1,0,31,3,0
10,4,33,5,1
11,7,31,-5,0
2,1,27,5,1
10,-2,28,-4,0
8,3,22,-3,1
7,3,40,11,1
-4,-1,22,1,0
2,0,35,-5,0
-3,-1,25,-4,0
3,-1,13,-2,0
1,1,37,-6,0
2,-2,30,1,0
9,-7,22,-3,0
1,1,21,5,1
4,-1,17,2,0
9,1,33,-2,0
9,3,28,4,1
7,-1,28,1,0
-3,-2,26,2,0
7,-1,35,-4,0
6,0,17,-1,0
6,-1,35,-3,0
-1,1,40,5,1
-2,0,21,-4,0
7,-1,19,-3,0
3,2,37,6,1
6,1,23,-6,0
-3,1,33,4,1
-3,-2,12,0,0
7,5,26,-4,0
10,-2,10,-1,0
3,-1,14,3,0
0,-2,21,-1,0
9,4,37,4,1
3,2,19,-6,0
9,0,23,6,1
9,8,31,-4,1
4,1,21,5,1
-1,-2,33,-1,0
11,1,29,6,1
-2,-2,27,-1,0
6,-3,29,0,0
-3,1,20,5,1
15,-7,23,-1,0
2,3,25,7,1
7,-2,14,2,0
-2,1,33,5,1
7,3,28,-5,0
-1,-2,29,1,0
2,2,25,7,1
5,2,22,3,1
3,2,22,7,1
5,2,28,5,1
7,-1,19,-1,0
4,2,20,2,1
-2,-1,14,-5,0
10,1,35,5,1
-2,-2,19,-3,0
-2,-2,11,-2,0
11,-4,17,-6,0
5,2,37,11,1
6,2,32,9,1
6,-2,21,1,0
9,10,35,5,0
8,3,29,5,1
4,2,17,5,1
11,-8,11,3,0
0,1,25,5,1
1,0,26,-5,0
-3,1,26,5,1
0,1,24,5,1
-2,-1,12,-5,0
11,6,32,4,1
1,1,17,4,1
10,-6,11,-1,0
4,2,38,11,1
9,3,28,-3,1
0,1,32,5,0
8,1,33,9,1
4,1,26,4,1
1,2,32,6,1
0,1,23,5,1
8,2,37,4,1
6,1,27,8,1
0,-1,11,-4,0
-2,1,28,5,1
-4,1,28,5,1
10,5,29,-3,0
-4,1,22,-6,0
5,1,41,10,1
11,-1,34,5,1
2,1,37,6,1
-4,2,28,5,1
4,2,18,6,1
-4,1,30,5,1
4,0,25,-4,0
0,-1,33,0,0
11,5,36,4,1
9,2,29,4,1
-4,1,29,5,1
2,-2,9,-3,0
11,-10,19,4,1
-3,1,23,6,1
7,0,32,10,0
-3,1,20,5,1
7,1,39,6,1
9,-3,18,1,0
0,-2,25,1,0
1,1,17,4,1
-2,-2,15,-1,0
8,-2,18,-1,0
16,0,37,5,1
6,0,23,-4,0
-2,2,27,5,1
-3,-1,25,-5,0
8,-1,33,-5,0
-4,1,15,5,1
-4,0,25,3,0
10,2,39,7,1
-2,0,15,-5,0
-1,1,32,-6,0
3,0,31,-5,0
7,3,39,11,1
9,5,36,4,1
11,-7,19,4,1
2,1,18,5,1
6,0,32,-2,0
5,-1,22,-1,0
-1,2,35,5,1
8,-4,15,4,0
8,-7,19,1,0
-3,1,37,4,1
9,2,26,6,1
4,2,28,6,1
0,-1,25,-4,0
4,1,40,6,1
11,0,36,5,1
4,2,25,5,1
3,-2,32,-1,0
-1,1,36,5,1
8,6,30,-3,1
2,-1,26,-4,0
10,6,27,3,1
-3,1,38,5,1
8,1,39,5,1
-1,-1,26,3,0
6,-1,32,2,0
-4,-1,15,3,0
0,1,19,3,1
9,-3,32,-4,0
1,-2,30,2,0
9,-2,31,5,0
11,2,18,4,0
7,0,37,11,1
-1,-2,23,-2,0
11,-6,23,-4,0
-3,1,28,5,1
1,-2,16,0,0
3,1,37,6,0
8,0,14,5,1
11,-3,30,5,1
6,2,24,-3,1
4,3,32,10,1
4,-1,18,-3,0
1,-1,28,-3,0
-3,-2,31,-2,0
4,2,17,4,1
2,-1,31,0,0
1,1,22,4,1
1,-2,27,2,0
8,6,27,-3,1
11,-4,24,5,1
10,-12,10,-2,0
2,-3,20,0,0
14,-1,32,-4,0
-4,-2,27,0,0
-1,-1,35,3,0
-1,1,19,4,1
5,0,27,-4,0
8,-2,30,-1,0
-4,2,18,5,1
16,0,32,3,0
8,-1,24,-5,0
-4,0,20,-6,0
0,1,25,5,1
-2,1,33,5,1
7,1,30,6,1
2,1,32,6,0
0,-1,11,-4,0
4,2,33,6,1
-4,-2,12,-2,0
7,5,25,-2,1
-3,-1,34,-4,0
8,5,39,5,1
7,1,30,10,1
10,2,25,5,1
9,2,35,-3,1
8,1,36,5,1
-2,1,15,5,1
9,-1,14,-1,0
3,2,40,6,1
10,6,27,3,1
12,0,14,3,0
5,-2,21,-1,0
-1,-2,31,-1,0
10,7,35,3,0
0,2,31,5,1
9,5,29,2,1
8,3,37,7,1
6,1,18,-3,1
6,-5,14,2,0
-2,-1,18,-5,0
1,1,36,5,0
7,-2,14,-1,0
16,-2,23,2,0
-1,0,24,-5,0
-1,1,34,-6,0
10,9,36,4,1
-1,1,33,4,1
1,-3,29,0,0
3,1,22,5,1
-4,-1,25,-4,0
5,-3,25,2,0
2,2,20,5,1
3,-1,17,-2,0
5,1,28,9,1
9,1,20,0,0
-1,0,38,-5,0
-1,-1,23,-3,0
10,-3,19,-3,0
4,1,40,6,1
8,2,30,2,1
8,-2,9,-2,0
5,1,40,11,1
-4,2,17,6,1
11,1,31,6,1
2,1,36,4,1
5,1,23,4,1
-2,-2,22,-3,0
11,2,29,-3,0
9,0,36,7,1
